pdf,text
Ray Chapter 14 TREATY MAKING.pdf,"warning
 
the
 
Cree
 
that
 
those
 
who
 
left
 
their
 
reserves
 
would
 
be
 
considered
 
rebels.
 
Those
 
who
 
had
 
taken
 
up
 
arms
 
were
 
forced
 
to
 
surrender,
 
and
 
Dewdney
 
used
 
the
 
courts
 
to
 
have
 
Mistahimaskwa
 
and
 
Pitikwahanapiwiyin
 
tried
 
and
 
convicted
 
on
 
trumped-up
 
treason-felony
 
charges.
 
When
 
the
 
two
 
chiefs
 
emerged
 
from
 
Stony
 
Mountain
 
Prison,
 
after
 
serving
 
only
 
part
 
of
 
their
 
three-year
 
terms,
 
they
 
were"
Ray Chapter 14 TREATY MAKING.pdf,"of
 
their
 
three-year
 
terms,
 
they
 
were
 
broken
 
men.
 
Using
 
these
 
tactics,
 
Dewdney
 
succeeded
 
in
 
placing
 
the
 
Cree
 
under
 
the
 
yoke
 
of
 
the
 
federal
 
government
 
just
 
in
 
time
 
for
 
the
 
great
 
“wheat
 
boom”
 
of
 
the
 
1890s,
 
when
 
three
 
million
 
European
 
immigrants
 
responded
 
to
 
the
 
Canadian
 
government’s
 
promises
 
of
 
free
 
land."
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"C
 
H
 
A
 
P
 
T
 
E
 
R
 
10
   
FIGHTING
 
THE
 
LOYALISTS
 
FOR
 
LAND
 
 
At
 
the
 
signing
 
of
 
the
 
Royal
 
Proclamation
 
in
 
1763,
 
Native
 
groups
 
still
 
occupied
 
most
 
of
 
their
 
original
 
lands
 
in
 
the
 
east.
 
However,
 
they
 
rapidly
 
lost
 
nearly
 
all
 
their
 
Atlantic
 
homelands,
 
the
 
territory
 
south
 
of
 
the
 
St
 
Lawrence
 
River,
 
and
 
most
 
of
 
present-day
 
southern
 
Ontario.
 
Undoubtedly
 
the
 
single
 
most
 
important
 
reason
 
for"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"the
 
single
 
most
 
important
 
reason
 
for
 
this
 
rapid
 
transformation
 
was
 
the
 
American
 
War
 
of
 
Independence
 
and
 
the
 
Loyalist
 
migration
 
to
 
British
 
North
 
America
 
that
 
it
 
triggered.
 
Loyalists
 
were
 
not
 
natural
 
allies
 
of
 
the
 
various
 
Native
 
nations,
 
even
 
though
 
they
 
had
 
fought
 
on
 
the
 
same
 
side.
 
They
 
coveted
 
“unsettled”
 
Native
 
land
 
the
 
same
 
way
 
Americans
 
did.
 
Because
 
they
 
believed
 
land
 
was"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"did.
 
Because
 
they
 
believed
 
land
 
was
 
owed
 
to
 
them
 
in
 
appreciation
 
of
 
their
 
loyalty,
 
they
 
did
 
not
 
feel
 
bound
 
by
 
the
 
provisions
 
of
 
the
 
Royal
 
Proclamation.
 
 
In
 
eastern
 
British
 
North
 
America,
 
the
 
Loyalist
 
migration
 
forced
 
the
 
Aboriginal
 
inhabitants
 
to
 
change
 
the
 
nature
 
of
 
their
 
struggle
 
for
 
a
 
land
 
base.
 
Instead
 
of
 
waging
 
an
 
armed
 
fight,
 
they
 
increasingly
 
had
 
to
 
engage
 
in
 
a"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"increasingly
 
had
 
to
 
engage
 
in
 
a
 
war
 
of
 
“paper
 
talk.”
 
Needless
 
to
 
say,
 
verbal
 
warfare
 
put
 
the
 
Native
 
nations
 
at
 
a
 
great
 
disadvantage.
 
On
 
the
 
battlefield
 
their
 
skills
 
in
 
guerrilla-style
 
combat
 
had
 
given
 
them
 
an
 
advantage.
 
In
 
the
 
ensuing
 
confrontation,
 
they
 
battled
 
faceless
 
bureaucrats
 
and
 
politicians
 
according
 
to
 
rules
 
and
 
interpretations
 
the
 
outsiders
 
imposed.
 
 
 
THE
 
MI’KMAQ
 
AND"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"outsiders
 
imposed.
 
 
 
THE
 
MI’KMAQ
 
AND
 
BEOTHUK
 
 
Before
 
the
 
American
 
War
 
of
 
Independence,
 
a
 
small
 
number
 
of
 
Europeans
 
had
 
settled
 
in
 
three
 
areas—along
 
the
 
southern
 
and
 
eastern
 
shores
 
of
 
the
 
Bay
 
of
 
Fundy
 
(Acadia),
 
in
 
the
 
St
 
Lawrence
 
valley
 
between
 
Quebec
 
City
 
and
 
Montreal,
 
and
 
beside
 
the
 
sheltered
 
bays
 
of
 
Newfoundland’s
 
Avalon
 
Peninsula,
 
where
 
the
 
cod
 
fishery
 
was
 
concentrated.
 
The"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"the
 
cod
 
fishery
 
was
 
concentrated.
 
The
 
tidal-flat
 
farming
 
system
 
of
 
the
 
Acadians
 
barely
 
interfered
 
with
 
the
 
lives
 
of
 
the
 
Mi’kmaq
 
because
 
it
 
did
 
not
 
impinge
 
on
 
the
 
large
 
tracts
 
of
 
tribal
 
hunting
 
grounds.
 
By
 
contrast,
 
in
 
the
 
St
 
Lawrence
 
valley,
 
more
 
than
 
seventy
 
thousand
 
colonists
 
had
 
cleared
 
extensive
 
stretches
 
of
 
land
 
to
 
establish
 
theirriver-based
 
farms.
 
However,
 
this
 
territory"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"farms.
 
However,
 
this
 
territory
 
had
 
been
 
a
 
hotly
 
contested
 
no-man’sland
 
after
 
the
 
St
 
Lawrence
 
valley
 
Iroquois
 
abandoned
 
it
 
in
 
the
 
sixteenth
 
century,
 
so
 
the
 
colonists
 
of
 
New
 
France
 
were
 
not
 
as
 
disruptive
 
as
 
might
 
be
 
suggested
 
by
 
their
 
large-scale
 
clearing
 
of
 
the
 
forest.
 
Circumstances
 
were
 
very
 
different
 
in
 
Newfoundland
 
during
 
the
 
pre-Loyalist
 
era.
 
European
 
cod
 
fishermen
 
established"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"era.
 
European
 
cod
 
fishermen
 
established
 
seasonal
 
fish-drying
 
stations
 
on
 
many
 
traditional
 
Beothuk
 
camping
 
places.
 
Worse,
 
the
 
intruders
 
cleared
 
land
 
and
 
recklessly
 
burned
 
the
 
forests
 
surrounding
 
their
 
operations
 
on
 
the
 
Avalon
 
Peninsula.
 
Understandably,
 
the
 
local
 
people
 
did
 
not
 
welcome
 
the
 
fishermen.
 
For
 
their
 
part,
 
the
 
newcomers
 
resented
 
the
 
Beothuk,
 
who
 
sometimes
 
plundered
 
the
 
drying"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"who
 
sometimes
 
plundered
 
the
 
drying
 
stations
 
during
 
the
 
winter
 
to
 
obtain
 
nails
 
and
 
metal
 
scraps.
 
The
 
opposing
 
interests
 
of
 
the
 
two
 
groups
 
were
 
a
 
recipe
 
for
 
disaster.
 
The
 
expansion
 
of
 
the
 
local
 
cod
 
fishery
 
in
 
the
 
seventeenth
 
and
 
eighteenth
 
centuries
 
saw
 
the
 
Beothuk
 
pushed
 
out
 
of
 
the
 
northern
 
coastal
 
portion
 
of
 
their
 
homeland
 
by
 
the
 
French
 
and
 
the
 
eastern
 
section
 
by
 
the"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"and
 
the
 
eastern
 
section
 
by
 
the
 
English.
 
Faced
 
with
 
these
 
pressures,
 
the
 
Beothuk
 
withdrew
 
inland
 
to
 
the
 
Red
 
Indian
 
Lake–Exploits
 
River
 
area.
 
By
 
the
 
late
 
eighteenth
 
century,
 
they
 
found
 
themselves
 
cut
 
off
 
from
 
the
 
marine
 
resources
 
that
 
had
 
always
 
sustained
 
them.
 
Continuing
 
skirmishes,
 
starvation,
 
and
 
European
 
diseases
 
(especially
 
tuberculosis)
 
took
 
a
 
heavy
 
toll
 
and
 
eventually
 
led
 
to"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"a
 
heavy
 
toll
 
and
 
eventually
 
led
 
to
 
their
 
extinction.
 
The
 
last
 
known
 
survivor
 
was
 
a
 
young
 
woman
 
named
 
Shanawdithit.
 
Colonial
 
officials
 
captured
 
her
 
in
 
1823
 
in
 
the
 
hope
 
of
 
saving
 
her,
 
but
 
she
 
died
 
of
 
tuberculosis
 
six
 
years
 
later
 
in
 
St
 
John’s.
 
While
 
the
 
world
 
closed
 
in
 
on
 
the
 
Beothuk,
 
the
 
Mi’kmaq
 
and
 
Maliseet
 
of
 
the
 
mainland
 
came
 
under
 
relentless
 
pressure
 
from
 
the"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"under
 
relentless
 
pressure
 
from
 
the
 
Loyalists,
 
who
 
settled
 
in
 
the
 
Atlantic
 
area
 
in
 
large
 
numbers.
 
Between
 
1776
 
and
 
1784,
 
an
 
estimated
 
13,500
 
arrived
 
in
 
the
 
New
 
Brunswick
 
area—particularly
 
the
 
fertile
 
Saint
 
John
 
River
 
valley—and
 
another
 
19,000
 
colonized
 
Nova
 
Scotia.
 
The
 
two
 
Native
 
groups
 
suddenly
 
found
 
themselves
 
swamped
 
by
 
an
 
alien
 
population
 
with
 
a
 
voracious
 
appetite
 
for
 
their"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"with
 
a
 
voracious
 
appetite
 
for
 
their
 
land
 
and
 
fisheries
 
and
 
very
 
little
 
sympathy
 
for
 
their
 
well-being.
 
 
 
The
 
Royal
 
Proclamation
 
of
 
1763
 
should
 
have
 
protected
 
the
 
Mi’kmaq
 
’s
 
land.
 
The
 
edict
 
recognized
 
two
 
types
 
of
 
Aboriginal
 
territory.
 
One
 
category,
 
referred
 
to
 
as
 
“Indian
 
Country,”
 
or
 
the
 
“hundred
 
per
 
cent
 
reserve,”
 
encompassed
 
all
 
territories
 
lying
 
beyond
 
the
 
colonial
 
boundaries"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"lying
 
beyond
 
the
 
colonial
 
boundaries
 
at
 
the
 
time
 
of
 
the
 
conquest.
 
In
 
the
 
other
 
category
 
were
 
all
 
those
 
districts
 
that
 
had
 
been
 
reserved
 
for
 
Native
 
people
 
“within
 
those
 
parts
 
of
 
our
 
colonies
 
where,
 
We
 
[the
 
Crown]
 
have
 
thought
 
proper
 
to
 
allow
 
settlement.”
 
The
 
decree
 
also
 
specified
 
that
 
only
 
the
 
Crown
 
could
 
purchase
 
these
 
lands
 
and
 
only
 
at
 
a
 
public
 
meeting.
 
Nonetheless,
 
the"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"at
 
a
 
public
 
meeting.
 
Nonetheless,
 
the
 
new
 
Loyalist
 
government
 
of
 
Nova
 
Scotia
 
took
 
the
 
position
 
that
 
the
 
Royal
 
Proclamation
 
did
 
not
 
apply
 
to
 
the
 
colony.
 
The
 
Mi’kmaq
 
experience
 
in
 
Nova
 
Scotia
 
(which
 
included
 
Prince
 
Edward
 
Island
 
from
 
1763
 
to
 
1769
 
and
 
New
 
Brunswick
 
until
 
1784)
 
serves
 
to
 
highlight
 
the
 
general
 
problem
 
they
 
faced
 
in
 
the
 
Maritimes—and
 
foreshadowed
 
what
 
other
 
groups"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"foreshadowed
 
what
 
other
 
groups
 
would
 
confront
 
from
 
coast
 
to
 
coast.
 
 
In
 
Nova
 
Scotia,
 
colonial
 
politicians
 
held
 
the
 
view
 
that
 
Britain
 
had
 
gained
 
title
 
to
 
the
 
area
 
by
 
defeating
 
France
 
and
 
its
 
Native
 
allies.
 
In
 
other
 
words,
 
the
 
Mi’kmaq
 
had
 
lost
 
their
 
lands
 
to
 
the
 
British
 
by
 
right
 
of
 
conquest.
 
Significantly,
 
the
 
Lords
 
of
 
Trade
 
in
 
London,
 
who
 
had
 
drafted
 
the
 
Royal
 
Proclamation"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"who
 
had
 
drafted
 
the
 
Royal
 
Proclamation
 
of
 
1763,
 
did
 
not
 
challenge
 
this
 
interpretation.
 
In
 
the
 
Atlantic
 
region,
 
they
 
simply
 
left
 
the
 
matter
 
in
 
the
 
hands
 
of
 
local
 
colonial
 
officials.
 
As
 
a
 
result,
 
the
 
Mi’kmaq
 
found
 
themselves
 
in
 
the
 
terrible
 
position
 
of
 
having
 
to
 
petition
 
the
 
colonial
 
government
 
for
 
grants
 
to
 
occupy
 
the
 
territories
 
they
 
traditionally
 
used.
 
The
 
Mi’kmaq
 
were"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"traditionally
 
used.
 
The
 
Mi’kmaq
 
were
 
particularly
 
anxious
 
to
 
protect
 
shoreline
 
areas
 
along
 
the
 
rivers
 
and
 
coasts
 
for
 
their
 
use,
 
because
 
fishing
 
and
 
shellfish
 
collecting
 
remained
 
crucial
 
to
 
their
 
economy.
 
However,
 
the
 
newcomers
 
coveted
 
the
 
same
 
areas.
 
These
 
strips
 
of
 
land
 
included
 
the
 
fishing
 
harbours,
 
most
 
of
 
the
 
best
 
agricultural
 
land,
 
and
 
the
 
bulk
 
of
 
the
 
water-power
 
sites
 
that"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"bulk
 
of
 
the
 
water-power
 
sites
 
that
 
were
 
needed
 
to
 
develop
 
mills
 
for
 
grain,
 
lumber,
 
and
 
so
 
on.
 
Between
 
1782
 
and
 
1784,
 
the
 
Nova
 
Scotia
 
government
 
responded
 
to
 
the
 
Mi’kmaq
 
petitions
 
by
 
granting
 
them
 
ten
 
“licences
 
of
 
occupation,”
 
but
 
these
 
were
 
almost
 
useless
 
because
 
the
 
areas
 
awarded
 
were
 
never
 
surveyed
 
and
 
could
 
be
 
claimed
 
by
 
newcomers
 
with
 
ease.
 
Nevertheless,
 
the
 
politicians"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"ease.
 
Nevertheless,
 
the
 
politicians
 
thought
 
they
 
had
 
taken
 
care
 
of
 
the
 
“Indian
 
problem.”
 
The
 
assembly
 
even
 
abolished
 
the
 
office
 
of
 
superintendent
 
of
 
Indian
 
Affairs,
 
which
 
was
 
a
 
carryover
 
from
 
earlier
 
times
 
when
 
the
 
Mi’kmaq
 
had
 
been
 
a
 
credible
 
military
 
power
 
in
 
the
 
region.
 
Unfortunately,
 
there
 
was
 
little
 
the
 
Mi’kmaq
 
could
 
do.
 
An
 
observer
 
of
 
the
 
local
 
scene
 
in
 
1787
 
explained"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"the
 
local
 
scene
 
in
 
1787
 
explained
 
why:
 
“[T]heir
 
weakness,
 
added
 
to
 
their
 
prudence,
 
will
 
certainly
 
prevent
 
them
 
from
 
making
 
any
 
disturbances.”
 
Over
 
the
 
years,
 
colonial
 
officials
 
showed
 
only
 
sporadic
 
interest
 
in
 
helping
 
the
 
Mi’kmaq,
 
who
 
experienced
 
increasing
 
economic
 
deprivation.
 
Between
 
1793
 
and
 
1838,
 
politicians
 
held
 
six
 
inquiries.
 
Their
 
studies
 
recognized
 
identical
 
causes
 
for
 
the"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"recognized
 
identical
 
causes
 
for
 
the
 
Mi’kmaq’s
 
situation:
 
the
 
destruction
 
of
 
game,
 
fur,
 
and
 
fish
 
resources;
 
the
 
lack
 
of
 
any
 
refuge
 
for
 
the
 
traditional
 
Mi’kmaq
 
way
 
of
 
life;
 
and
 
the
 
group’s
 
failure
 
to
 
develop
 
a
 
new
 
agriculture-based
 
livelihood.
 
The
 
colonial
 
assembly
 
offered
 
economic
 
assistance
 
to
 
the
 
Mi’kmaq,
 
but
 
it
 
was
 
very
 
stingy,
 
allocating
 
only
 
enough
 
funds
 
to
 
pay
 
for
 
blankets,"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"enough
 
funds
 
to
 
pay
 
for
 
blankets,
 
coats,
 
and
 
some
 
seed.
 
The
 
assemblymen
 
were
 
unwilling
 
to
 
make
 
long-term
 
financial
 
commitments.
 
This
 
might
 
not
 
have
 
been
 
a
 
serious
 
problem
 
for
 
the
 
Mi’kmaq
 
had
 
the
 
government
 
dealt
 
with
 
the
 
land
 
issue
 
in
 
a
 
meaningful
 
way
 
in
 
the
 
first
 
place.
 
Instead,
 
between
 
1784
 
and
 
the
 
early
 
1840s,
 
Nova
 
Scotia
 
approved
 
various
 
schemes
 
to
 
grant
 
land
 
to"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"various
 
schemes
 
to
 
grant
 
land
 
to
 
Mi’kmaq
 
bands
 
and
 
individuals,
 
but
 
once
 
more
 
officials
 
rarely
 
surveyed
 
the
 
tracts
 
properly
 
and
 
they
 
did
 
not
 
eject
 
intruders
 
who
 
invariably
 
squatted
 
on
 
the
 
most
 
desirable
 
sections.
 
The
 
Mi’kmaq
 
tried
 
to
 
fight
 
back.
 
In
 
the
 
1840s
 
they
 
took
 
their
 
first
 
tentative
 
political
 
steps
 
aimed
 
at
 
halting
 
this
 
pernicious
 
process.
 
Chief
 
Paussamigh
 
Pemmeenauweet,"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"process.
 
Chief
 
Paussamigh
 
Pemmeenauweet,
 
an
 
important
 
leader
 
for
 
over
 
twenty-five
 
years,
 
addressed
 
Queen
 
Victoria
 
directly
 
and
 
powerfully
 
in
 
1841.
 
Pemmeenauweet’s
 
petition,
 
which
 
was
 
witnessed
 
by
 
other
 
Mi’kmaq
 
leaders,
 
moved
 
the
 
Queen,
 
who
 
instructed
 
the
 
colonial
 
secretary
 
to
 
look
 
into
 
the
 
matter.
 
The
 
outcome
 
was
 
the
 
Nova
 
Scotia
 
Indian
 
Act
 
of
 
1842,
 
which
 
was
 
based
 
on
 
the"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"of
 
1842,
 
which
 
was
 
based
 
on
 
the
 
recommendations
 
of
 
the
 
reform-minded
 
politician
 
Joseph
 
Howe.
 
It
 
provided
 
for
 
an
 
Indian
 
commissioner
 
who
 
was
 
supposed
 
to
 
supervise
 
reserves,
 
take
 
action
 
against
 
squatters,
 
work
 
with
 
the
 
chiefs
 
to
 
promote
 
agricultural
 
settlement,
 
and
 
arrange
 
for
 
the
 
admission
 
of
 
Mi’kmaq
 
children
 
into
 
local
 
schools.
 
It
 
was
 
the
 
first
 
of
 
many
 
such
 
acts
 
passed
 
in"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"first
 
of
 
many
 
such
 
acts
 
passed
 
in
 
various
 
parts
 
of
 
British
 
North
 
America
 
that
 
would
 
“protect
 
…
 
this
 
helpless
 
race,
 
and
 
elevate
 
them
 
in
 
the
 
scale
 
of
 
humanity”
 
by
 
taking
 
an
 
assimilation
 
approach.
 
Howe
 
became
 
Indian
 
commissioner.
 
As
 
one
 
of
 
his
 
first
 
official
 
actions,
 
he
 
undertook
 
yet
 
another
 
survey
 
and
 
concluded
 
that
 
the
 
Mi’kmaq
 
population
 
was
 
declining
 
so
 
rapidly—it
 
numbered"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"was
 
declining
 
so
 
rapidly—it
 
numbered
 
just
 
over
 
1,425
 
in
 
1838—that
 
they
 
would
 
disappear
 
by
 
the
 
1880s.
 
Like
 
others
 
before
 
him,
 
Howe
 
lacked
 
the
 
resolve
 
to
 
protect
 
the
 
Mi’kmaq
 
reserves.
 
Making
 
matters
 
worse,
 
the
 
education
 
provision
 
of
 
the
 
Indian
 
Act
 
proved
 
to
 
be
 
ineffective.
 
There
 
were
 
three
 
primary
 
reasons:
 
the
 
school
 
boards
 
did
 
not
 
want
 
to
 
admit
 
hungry,
 
shabbily
 
dressed
 
Mi’kmaq"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"admit
 
hungry,
 
shabbily
 
dressed
 
Mi’kmaq
 
children
 
into
 
their
 
classrooms;
 
the
 
assembly
 
refused
 
to
 
pay
 
the
 
bills
 
to
 
educate
 
them;
 
and
 
key
 
officials
 
asserted
 
that
 
the
 
effort
 
was
 
a
 
waste
 
of
 
time
 
because
 
the
 
Mi’kmaq
 
had
 
to
 
become
 
farmers
 
before
 
formal
 
schooling
 
would
 
have
 
any
 
positive
 
influence
 
on
 
them.
 
Given
 
these
 
attitudes,
 
it
 
is
 
easy
 
to
 
see
 
why
 
so
 
little
 
ever
 
came
 
of
 
the"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"why
 
so
 
little
 
ever
 
came
 
of
 
the
 
initiative
 
generated
 
by
 
Pemmeenauweet’s
 
letter.
 
It
 
was
 
easier—and
 
much
 
less
 
costly—to
 
blame
 
the
 
Mi’kmaq
 
for
 
their
 
increasingly
 
grim
 
situation.
 
Nonetheless,
 
Mi’kmaq
 
leaders
 
did
 
not
 
lose
 
heart.
 
In
 
1848,
 
ten
 
of
 
them
 
sent
 
a
 
petition
 
to
 
the
 
assembly:
 
“Some
 
of
 
your
 
people
 
say
 
we
 
are
 
lazy,
 
still
 
we
 
work.
 
If
 
you
 
say
 
we
 
must
 
go
 
and
 
hunt,
 
we
 
tell"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"say
 
we
 
must
 
go
 
and
 
hunt,
 
we
 
tell
 
you
 
again
 
that
 
to
 
hunt
 
is
 
one
 
thing
 
and
 
to
 
find
 
meat
 
is
 
another.
 
They
 
say
 
to
 
catch
 
fish,
 
and
 
we
 
try.
 
They
 
say
 
make
 
baskets,
 
but
 
we
 
cannot
 
sell
 
them.
 
They
 
say
 
make
 
farms,
 
this
 
is
 
very
 
good;
 
but
 
will
 
you
 
help
 
us
 
till
 
we
 
cut
 
away
 
the
 
trees
 
and
 
raise
 
the
 
crop.
 
We
 
cannot
 
work
 
without
 
food.
 
The
 
potatoes
 
and
 
wheat
 
we
 
raised"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"The
 
potatoes
 
and
 
wheat
 
we
 
raised
 
last
 
year
 
were
 
killed
 
by
 
the
 
poison
 
wind
 
[potato
 
blight].
 
Help
 
us
 
and
 
we
 
will
 
try
 
again.”
 
Although
 
a
 
few
 
colonial
 
officials
 
thought
 
that
 
the
 
Mi’kmaq
 
could
 
be
 
saved
 
by
 
turning
 
them
 
into
 
farmers,
 
a
 
new
 
Indian
 
commissioner—William
 
Chearnly—took
 
office
 
in
 
1853
 
and
 
convinced
 
the
 
assembly
 
that
 
these
 
people
 
were
 
doomed.
 
Any
 
expenditures
 
of"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"were
 
doomed.
 
Any
 
expenditures
 
of
 
substantial
 
public
 
funds
 
for
 
education
 
and
 
health
 
services,
 
he
 
argued,
 
would
 
be
 
useless;
 
instead,
 
the
 
government
 
should
 
give
 
the
 
unfortunate
 
Mi’kmaq
 
a
 
few
 
blankets
 
and
 
greatcoats
 
to
 
help
 
them
 
in
 
their
 
final
 
days.
 
This
 
became
 
policy,
 
and
 
it
 
remained
 
in
 
place
 
until
 
1862,
 
when
 
a
 
new
 
commissioner
 
again
 
tried
 
to
 
encourage
 
agricultural
 
development
 
by"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"encourage
 
agricultural
 
development
 
by
 
subdividing
 
reserve
 
lands
 
into
 
hundred-acre
 
lots.
 
The
 
government
 
thought
 
that
 
leasing
 
these
 
plots
 
to
 
Mi’kmaq
 
individuals
 
would
 
give
 
them
 
a
 
strong
 
incentive
 
to
 
work
 
the
 
land,
 
but
 
the
 
Mi’kmaq
 
wanted
 
to
 
hold
 
the
 
land
 
in
 
common
 
in
 
keeping
 
with
 
their
 
traditions.
 
Another
 
major
 
problem
 
was
 
that
 
the
 
program
 
was
 
supposed
 
to
 
be
 
funded
 
by
 
money"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"was
 
supposed
 
to
 
be
 
funded
 
by
 
money
 
received
 
from
 
cash-poor
 
squatters.
 
Not
 
surprisingly,
 
this
 
arrangement
 
did
 
not
 
end
 
the
 
continuing
 
erosion
 
of
 
the
 
Mi’kmaq
 
land
 
base—the
 
root
 
cause
 
of
 
their
 
difficulties.
 
 
TAKING
 
NATIVE
 
LAND
 
IN
 
THE
 
CANADAS
 
 
In
 
Quebec
 
the
 
takeover
 
of
 
Native
 
land
 
proceeded
 
along
 
two
 
divergent
 
paths,
 
both
 
of
 
them
 
quite
 
unlike
 
the
 
one
 
followed
 
in
 
the
 
Maritimes."
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"the
 
one
 
followed
 
in
 
the
 
Maritimes.
 
Article
 
60
 
of
 
the
 
Montreal
 
Articles
 
of
 
Capitulation
 
of
 
1760
 
guaranteed
 
“The
 
Savages
 
or
 
Indian
 
allies
 
of
 
his
 
most
 
Christian
 
Majesty
 
[of
 
France],
 
shall
 
be
 
maintained
 
in
 
the
 
Lands
 
they
 
inhabit;
 
if
 
they
 
chuse
 
to
 
remain
 
there;
 
they
 
shall
 
not
 
be
 
molested
 
on
 
any
 
pretence
 
whatsoever,
 
for
 
having
 
carried
 
arms,
 
and
 
served
 
his
 
most
 
Christian"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"arms,
 
and
 
served
 
his
 
most
 
Christian
 
Majesty.”
 
At
 
the
 
time
 
of
 
the
 
conquest,
 
the
 
Native
 
people
 
of
 
New
 
France
 
occupied
 
two
 
types
 
of
 
land:
 
scattered
 
reserves
 
located
 
within
 
the
 
settled
 
part
 
of
 
the
 
colony,
 
and
 
large
 
hunting
 
territories
 
that
 
lay
 
beyond
 
the
 
settled
 
areas.
 
 
The
 
Catholic
 
Church,
 
acting
 
through
 
its
 
various
 
religious
 
orders,
 
served
 
as
 
trustee
 
for
 
the
 
reserves’
 
Native"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"as
 
trustee
 
for
 
the
 
reserves’
 
Native
 
converts.
 
In
 
some
 
instances,
 
such
 
as
 
at
 
Sillery
 
and
 
Lorette,
 
this
 
meant
 
that
 
the
 
French
 
Crown
 
granted
 
the
 
lands
 
to
 
the
 
Native
 
people
 
and
 
the
 
Church
 
acted
 
as
 
their
 
legal
 
trustee.
 
In
 
other
 
instances,
 
such
 
as
 
at
 
Kahnawake,
 
the
 
religious
 
order
 
received
 
a
 
royal
 
bequest
 
to
 
develop
 
the
 
tract
 
on
 
behalf
 
of
 
the
 
residents.
 
Regardless
 
of
 
the"
Ray C H A P T E R 10   FIGHTING THE LOYALISTS FOR LAND.pdf,"of
 
the
 
residents.
 
Regardless
 
of
 
the
 
precise
 
arrangement,
 
the
 
understanding
 
was
 
that
 
these
 
land
 
grants
 
would
 
revert
 
to
 
the
 
Crown
 
if
 
the
 
Native
 
inhabitants
 
abandoned
 
them.
 
Although
 
the
 
Royal
 
Proclamation
 
of
 
1763
 
specifically
 
excluded
 
the
 
new
 
colony
 
of
 
Quebec
 
from
 
its
 
provisions,
 
the
 
imperial
 
government
 
decided
 
that
 
it
 
should
 
ensure
 
that
 
the
 
nations
 
living
 
there
 
remained
 
loyal
 
to"
